gene_symbol,chromosome,clinical_significance,disease,inheritance_pattern,allele_frequency
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.023246892
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.032548791
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.020481825
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.038107211
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01169853
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011687915
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002691732
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.009984759
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.007164412
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006678032
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.025503124
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.008520645
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.13856501
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011229176
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.041184197
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002035918
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.01218414
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000392296
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01728789
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.095229508
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000730512
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005273719
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.188400129
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.028019968
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.014772142
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.076468524
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.010275201
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.016079763
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.015599946
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00256816
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.00696259
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.110651174
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.002863405
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000483651
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.0156276
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.019578607
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.074057182
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,9.62e-06
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.074492059
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004018068
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001317218
HEXA,chr15,Benign,Tay-Sachs Disease,germline,1.82e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.022477738
CFTR,chr7,Benign,Cystic Fibrosis,germline,5.2e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,2.8e-08
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000795828
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.077503188
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000358459
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.028388168
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.029498141
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004834429
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01082825
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001403833
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00063137
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002153603
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000765682
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.021858217
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.027691339
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.029810429
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.025224697
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.044717093
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.058799577
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.0054181
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000647146
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.032463352
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000119149
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.004148442
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000222217
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.012078499
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004004023
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.020069875
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.020565084
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.089061857
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.118633467
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.026514867
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.006154753
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.011007383
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.010725113
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.00033758
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007565017
DMD,chrX,Pathogenic,Dystrophin Deficiency,germline,0.017479377
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.015803874
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000218739
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000105259
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.000601786
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.052326586
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.005250453
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.025313678
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.015895185
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.033110119
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.058242484
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.027192406
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.063197516
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.00079208
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,1.73e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000471826
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001441552
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.007650992
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.017121365
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.07518058
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.041607339
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.022667009
CFTR,chr7,Other,Cystic Fibrosis,germline,0.003794259
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000103255
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.015060356
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.003285358
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.029863953
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.00748803
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.01147386
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001390751
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,5.17e-08
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008020699
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.056533696
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.05071957
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,1.02e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.005742139
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.0580873
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000872425
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.13759644
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000235771
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.016456967
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000329855
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001352836
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.070075582
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000993167
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.015091419
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.00234115
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005645013
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.018373259
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.012466187
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010483297
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.037861006
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.032333404
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.034445158
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.087447682
CFTR,chr7,Uncertain,Bronchiectasis With Or Without Elevated Sweat Chloride 1,germline,0.044248607
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.071370937
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,7.75e-05
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000215943
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.109650635
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.063185112
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.093598079
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000873776
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.000956602
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.038856701
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.046380342
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,8.46e-06
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.147999373
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.071110334
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.000453435
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.058454323
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.050668099
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.022429675
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.013846016
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,1.83e-05
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.038327589
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.058920617
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002831533
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.006602145
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.003835506
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.002968263
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.018809339
CFTR,chr7,Benign,Hereditary Pancreatitis,germline,0.000628464
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000731039
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.139608724
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,germline,0.05309279
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.020207846
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.002383437
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000840498
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003263884
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000758784
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.001348209
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.034023792
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.04194922
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.020679309
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.037130147
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.104250889
DMD,chrX,Benign,Dilated Cardiomyopathy 3B,germline,0.009371892
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.01865833
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,4.9e-06
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000178027
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006426746
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,2.92e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010718149
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.036842916
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.011744081
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.002848772
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.011609347
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.002202592
DMD,chrX,Pathogenic,Becker Muscular Dystrophy,unknown,0.006159057
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.029804629
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,3.94e-06
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.026862679
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.006702409
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.03434952
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.05742666
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.085571761
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.00074826
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000640155
CFTR,chr7,Unknown,Cystic Fibrosis,germline,0.028896725
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.038474697
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001023141
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.054935491
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.025391894
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.005144123
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.05913735
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.0135733
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027165633
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003309878
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.006512804
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.0103454
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.067924853
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.000212676
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.09028429
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.015952248
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.038972427
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.01114991
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.007826352
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001946441
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.002925769
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.055266874
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.034591438
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000332831
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.085831752
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.102652754
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000144134
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000407533
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002418494
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.000525836
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.008225895
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.192685546
CFTR,chr7,Benign,Cystic Fibrosis,germline,1.29e-09
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.0007859
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.004272952
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,7.98e-05
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.063319383
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,9.93e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001284806
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000340245
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.014579769
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.003891643
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.004308639
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010531283
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.028771392
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000354836
DMD,chrX,Pathogenic,Dilated Cardiomyopathy 3B,germline,0.06475735
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.003418932
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.00932487
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.075528937
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.017073782
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.071137524
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.008320546
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.004632392
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.036237111
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.048981438
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00696762
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.021654462
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.000229823
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.047463216
DMD,chrX,Pathogenic,Cardiovascular Phenotype,germline,0.09250263
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.006626681
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.016456443
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.054621099
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001743006
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.003196392
DMD,chrX,Uncertain,Cardiovascular Phenotype,germline,0.00194293
HEXA,chr15,Pathogenic,Tay-Sachs Disease,germline,0.002266111
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.002370349
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.000708369
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.000688537
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.008963899
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.004047367
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.007706001
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.074522573
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.005201602
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.000560121
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,unknown,0.000161058
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.111911594
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.022230015
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.008004301
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.046315589
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.079347942
CFTR,chr7,Pathogenic,Cystic Fibrosis,germline,0.045300023
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.002236233
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.001371666
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.058673696
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001689418
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.017402168
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.010274561
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.010381476
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.006585017
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.003379534
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.047607993
CFTR,chr7,Other,Cystic Fibrosis,germline,0.006933926
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.001723331
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.003328728
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.060579222
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.098431343
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.001218633
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.054359896
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000151605
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.011225299
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001165222
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.018517548
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.000778352
CFTR,chr7,Other,Cystic Fibrosis,germline,0.008520084
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.005703927
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.046700884
CFTR,chr7,Benign,Cystic Fibrosis,germline,4.76e-05
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.006493425
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.044304771
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.009305339
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.025956031
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.026236894
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.039319611
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.001569128
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.001106428
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.054413018
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.002326334
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.009849254
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.085780616
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.001753025
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.038792502
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,2.16e-05
CFTR,chr7,Benign,Cystic Fibrosis,germline,0.007196937
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00086845
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.001653383
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.00435343
HEXA,chr15,Uncertain,Tay-Sachs Disease,germline,0.040630706
HEXA,chr15,Benign,Tay-Sachs Disease,germline,0.033674915
CFTR,chr7,Uncertain,Cftr-Related Disorder,germline,0.036416233
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.043325789
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.001699874
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.027582409
DMD,chrX,Benign,Duchenne Muscular Dystrophy,germline,0.024071451
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.014501451
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.031367657
CFTR,chr7,Pathogenic,Cftr-Related Disorder,germline,0.001482852
HEXA,chr15,Benign,Tay-Sachs Disease,germline,6.27e-05
CFTR,chr7,Uncertain,Cystic Fibrosis,germline,0.003495391
DMD,chrX,Uncertain,Duchenne Muscular Dystrophy,germline,0.023688344
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.014127134
DMD,chrX,Uncertain,Becker Muscular Dystrophy,germline,0.017625451
DMD,chrX,Pathogenic,Duchenne Muscular Dystrophy,germline,0.020519781
